year;Albania;Algeria;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia (Plurinational State of);Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cabo Verde;Cambodia;Cameroon;Canada;Cayman Islands;Central African Republic;Chad;Chile;China;China, Hong Kong SAR;China, Macao SAR;Colombia;Comoros;Congo;Costa Rica;Cote d'Ivoire;Croatia;Curacao;Cyprus;Czech Republic;D.R. of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Estonia;Eswatini;Ethiopia;Fiji;Finland;France;Gabon;Gambia;Georgia;Germany;Ghana;Greece;Grenada;Guatemala;Guinea;Guinea-Bissau;Haiti;Honduras;Hungary;Iceland;India;Indonesia;Iran (Islamic Republic of);Iraq;Ireland;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kuwait;Kyrgyzstan;Lao People's DR;Latvia;Lebanon;Lesotho;Liberia;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Mauritania;Mauritius;Mexico;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nepal;Netherlands;New Zealand;Nicaragua;Niger;Nigeria;North Macedonia;Norway;Oman;Pakistan;Panama;Paraguay;Peru;Philippines;Poland;Portugal;Qatar;Republic of Korea;Republic of Moldova;Romania;Russian Federation;Rwanda;Saint Kitts and Nevis;Saint Lucia;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;South Africa;Spain;Sri Lanka;St. Vincent and the Grenadines;State of Palestine;Sudan;Suriname;Sweden;Switzerland;Syrian Arab Republic;Taiwan;Tajikistan;Thailand;Togo;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;U.R. of Tanzania: Mainland;Uganda;Ukraine;United Arab Emirates;United Kingdom;United States;Uruguay;Uzbekistan;Venezuela (Bolivarian Republic of);Viet Nam;Yemen;Zambia;Zimbabwe
1987;-0,007943821;-0,007049292;0,065423805;0,096131246;0,080120667;0,024702166;;0,138513526;0,052805315;0,013390001;;0,028980269;0,018771329;0,04013599;0,025341106;;0,022546524;0,101028455;-0,015228263;0,038244193;0,238706788;0,02535401;;0,075996691;0,0340964;0,128037002;0,003087043;0,057088693;-0,002384385;0,039331692;0,041305455;0,17716815;-0,059366686;0,039352623;0,085173485;-0,051867076;0,035299856;0,061863309;0,077327776;0,118153829;0,125061902;0,050953672;0,01611589;0,001890248;0,045479747;-0,00347992;;;0,065929381;;0,026059138;0,002535818;0,004923491;0,070946382;0,091878017;-0,002597716;0,072879091;0,026179701;0,042482551;;0,091037715;0,140699272;-0,069319669;0,034368754;0,024979079;-0,206943199;0,029792962;;0,013827579;0,045755034;-0,023110698;0,100313173;0,034226795;0,031945143;0,053402563;-0,00754417;0,056883067;0,038934948;0,078731123;0,045521318;0,046943456;-0,001724056;0,162324435;0,044553298;0,066639247;0,030932261;0,071676297;0,045169819;0,0227052;;0,055917994;0,075325412;;-0,014464158;;0,143315047;0,048470202;0,017635466;;0,038008006;0,011643719;-0,010003507;0,05114771;0,081442823;-0,024138524;0,039482244;0,022597871;0,092255532;0,018219374;0,03420779;;0,034961975;-0,025481796;0,04545452;-0,041727757;0,034318114;0,016673422;0,018946568;-0,045053272;-0,007113755;-0,013971794;-0,006982455;;0,017231666;-0,041549734;0,060612486;0,029345741;0,041480848;0,088640158;0,041334128;0,019202715;0,059985985;0,000449687;0,110852371;;0,008278139;;0,001375295;0,059702848;0,026403321;-0,030185673;-0,071036492;0,038414262;;0,041960654;0,03878533;0,097121531;;;;0,020575516;0,052555923;0,015957623;0,004361638;-0,027050095;-0,003321983;-0,079208916;0,032450074;0,015607395;0,018717932;0,112708296;;0,086916013;-0,025472403;-0,047778927;0,046777476;0,086626827;;0,094854266;0,046988983;0,060129745;;0,058899085;0,050391571;0,033438874;0,073499649;;0,034577995;0,02485528;;0,026766746;0,010983499
1988;-0,014410943;-0,010101047;0,052787048;0,134649094;0,070426948;-0,019916332;;0,157175354;0,038111961;0,031907174;;0,022575634;0,08273706;0,028097103;0,033816405;;0,045101756;0,084210497;0,029450816;0,013030675;0,05722249;0,028739627;;0,108918215;-0,000600319;0,10125605;-0,003636098;0,098649974;0,05480934;0,046642671;0,056575924;0,139363404;-0,039215719;0,042415242;0,124309411;0,020417144;0,070970151;0,068131592;0,052351904;0,078439264;0,072457805;0,039054517;0,026171877;0,017356091;0,03324403;0,010951216;;;0,076331579;;0,004681798;-0,000136288;0,011849057;0,079948906;0,021104607;0,055627925;0,050338922;0,015903382;0,025865878;;0,070381917;0,016419698;0,017654442;0,049527912;0,04528356;0,113831695;0,048424243;;0,035747126;0,053282846;0,041115653;0,033145808;0,037465569;0,059338105;0,064546592;0,030557555;0,044067176;-0,000653077;-0,000898097;0,09027625;0,054640395;-0,064758538;0,029619408;0,049587039;0,028277279;0,040255353;0,028043097;0,063539035;0,014410982;;0,058358906;-0,1117611;;-0,020514378;;-0,392930125;0,095822127;0,027498315;;0,078029058;0,032913991;0,031837921;0,080869188;0,080222936;0,002490917;0,077611948;0,012037022;0,063440991;0,012301182;0,048569505;;0,084091471;0,095360026;0,043478237;-0,128062632;0,008065866;0,071484764;0,033267381;0,019646548;-0,142203432;0,057467771;0,070486278;;-0,002560081;0,049837203;0,070850224;-0,112828901;0,059779536;-0,104255778;0,063254231;0,03968726;0,069673199;0,055752646;0,106382654;;-0,005113564;;0,000384963;0,086833191;0,124729461;0,019595686;0,115899559;0,04813379;;0,050557048;0,024061072;0,100033032;;;;0,040307458;0,048473839;0,027039138;0,123377729;-0,014062507;0,081990924;0,079719342;0,024951882;0,031735743;0,117124543;0,07423246;;0,117294837;0,091933803;-0,040806128;0,015958238;0,020763258;;0,096807161;0,03901627;0,072462292;;-0,024571811;0,054352284;0,04009568;-8,70E-05;;0,055011257;0,048525338;;0,019094988;0,070227804
1989;0,0895898;0,04214555;0,003859765;0,078354411;0,049901731;-0,075390892;;0,108176795;0,039841853;0,037416348;;0,063032896;0,023651838;0,02457765;0,034749026;;0,033528574;0,115196112;-0,007126183;0,001248651;0,070563265;0,036520147;;0,24965954;0,030632015;0,079509033;0,021597274;-0,034017944;0,021090724;0,014616977;0,053916647;-0,002594294;-0,032482857;0,022711933;0,081218295;0,024156018;0,017965492;0,095515643;0,007722602;0,022263136;0,047844217;0,033013834;-0,016639031;0,017340756;0,05361974;0,106263934;;;0,074826107;;-0,012822822;0,006410823;-0,026694057;-0,004341991;0,042150505;0,009957584;0,054962386;0,010387091;-0,012444815;;0,085989939;0,002799928;0,116926553;0,04840707;0,041630289;0,078725741;0,034598031;;0,037504137;0,048397285;0,036608855;0,057244526;0,037930429;0,038493678;0,043060205;-0,030008558;0,041464731;0,007310421;0,0025777;0,061671234;0,083280564;0,057778137;-0,097338145;0,0549447;0,005714565;0,032773343;0,064009465;0,046329688;-0,12018733;;0,044844897;0,205673764;;0,124271457;;-0,737653195;0,074899672;0,027125269;;0,089237104;0,039190353;0,039045803;0,084083751;0,084697531;0,069673994;0,075607063;0,035600807;0,043615379;0,040291311;0,040126087;;0,030968819;0,024223762;0,061032889;0,035636158;0,018247571;0,041481748;0,042330148;0,005231712;-0,01768682;-0,007295528;0,066695563;;0,010276137;0,02896982;0,047254025;0,015382151;0,054800464;-0,14040753;0,058427481;0,001600964;0,060509193;0,058577241;0,065679941;;-0,061431724;;0,031476323;0,053441918;0,068588577;0,030400041;-0,005055593;-0,014247723;;0,093280478;0,032825631;0,092420476;;;;0,023388491;0,046047557;0,01935997;0,013856081;0,021656034;-0,057865754;0,043294097;0,025861514;0,041510231;-0,205141374;0,080453849;;0,108683452;0,039385201;-0,008304526;0,033462034;0,002510096;;0,099896146;0,038391656;0,064535661;;0,119189952;0,025050463;0,035425468;0,012692224;;-0,093731527;0,044779806;;0,009457202;0,049574414
1990;-0,110754219;0,00793659;-0,004466283;0,203210009;0,029235989;-0,013567709;;0,038104515;-0,001225938;0,04164657;;-0,016230907;0,044237301;0,062155442;-0,034126172;;0,03041963;0,102902377;0,0823679;-0,027180371;0,102114402;0,044291879;;0,066525988;-0,045478302;0,205570134;0,010776802;-0,100320421;-0,006126237;0,03381471;0,006833929;0,011468833;-0,065656238;0,001541056;0,11659196;-0,015693408;0,031425241;0,035657324;0,001256721;0,036891642;0,07388808;0,041061719;0,008452597;0,009934402;0,034302496;-0,012457563;;;0,071903582;;-0,070300716;0,014537987;0,055139457;0,050351341;-0,052652576;0,035493098;0,054961429;0,032876709;0,024737803;;0,089738633;-0,011579511;0,0770812;0,006720499;0,028408686;0,049359453;0,0346815;;0,049926457;0,032215856;0;0,049422853;0,030091996;0,04144832;0,031940344;0,010274558;0,000967905;-0,036233528;0,011558556;0,053576035;0,082586569;0,119679022;0,000169438;0,078056603;0,068165606;0,019471096;0,051756345;0,046644919;-0,002766637;;0,040418275;-0,355544297;;0,062833098;;0,209693325;0,060484966;-1,042102599;;0,050512129;0,030350294;0,045538093;0,082649941;0,13979592;0,023532999;0,059190006;-0,010496662;0,066730477;0,048238306;-0,025813628;;0,064079176;0,037383242;0,009900906;0,027397477;0,020063819;0,044297182;0,040152565;0,006454444;-0,000524245;-0,007712356;0,101992271;;0,018958063;0,077327;0,042682844;0,074921986;0,02999727;-0,052438377;0,029474528;-0,130537031;0,038003941;0,033017265;0,089346345;;-0,059498775;;-0,024582686;0,046627672;0,028652062;-0,022000115;0,131894907;0,037574786;;0,069375864;0,03514056;0,091274315;;;;-0,003187962;0,036436148;0,058728837;0,03984556;0,159528862;0,069861879;-0,040816303;0,007490196;0,035443806;0,043859692;0,053438361;;0,100257047;0,055688383;0,014813446;0,066079862;0,084712643;;0,094704324;0,042736795;0,058239679;;0,150749792;0,007264768;0,018510524;0,009076788;;0,06075013;0,048533547;0,161872657;0,0074313;0,06527405
1991;-0,388930161;-0,012145757;0,009816339;-0,221972862;0,021304984;0,09499011;-0,132230488;0,073755676;0,003166262;0,033271218;-0,007049291;-0,043616611;0,043573745;0,032880326;-0,040582645;-0,014051566;0,018000797;0,025150008;0,040544608;0,002607639;0,007348236;0,050012276;-0,103119912;0,069109338;0,010194952;0,203901754;0,030499925;-0,092243838;0,083190853;0,050634457;0,013871692;0,07051678;-0,039112679;-0,021718567;0,013274308;0,011660855;0,036590256;0,073815957;0,045659631;0,05394354;0,035306723;0,01962327;0,017497622;0,02339332;0,022122848;0,000565933;-0,267244435;;0,006701768;-0,131412991;-0,091953949;0,013744985;-0,032489024;0,017628916;0,007611795;0,041147582;0,050704846;0,034529222;0,00321324;-0,086954722;0,017298183;-0,077794005;-0,027455144;-0,062863276;0,010373001;0,057603952;0,027986481;-0,271186421;0,048600048;0,050168456;0,030067887;0,022453313;0,035291478;0,024357379;0,029128054;0,018474119;0,031496059;-0,134971279;-0,002240247;0,004215465;0,081962023;0,112815627;-1,951586542;0,018931111;0,071719955;0,015151338;0,008665427;0,033045615;0,015830652;-0,123027382;0,013880618;-0,69513905;-0,086294347;0,041195663;-0,116227634;0,276414702;0,039472364;-0,165843671;-0,060171766;0,07956422;-0,067344402;0,072362222;0,08713705;0,071090018;0,127773508;0,058880987;0,027796801;0,039636312;0,040511935;-0,101889534;-0,121138976;-0,07526526;0,064976624;0,046711129;-0,006548731;0,075491719;0,059853765;0,023810621;-0,01669971;-0,001899623;0,003614014;0,000117039;-0,032313265;0,029923674;0,056939948;0,048177177;0,086081981;0,024090534;0,021710758;-0,005816997;-0,075448963;0,041853803;-0,016903256;0,093824927;-0,211869267;-0,148411309;-0,052630096;-0,037907458;-0,021955265;0,005849015;0,011867581;0,13049436;-0,003981696;-0,132042121;0,026696741;-0,086867887;0,062679381;;-0,170150186;-0,097696162;-0,010287785;0,024827887;0,045992237;0,011229864;-0,043964221;0,061718882;0,026702162;-0,011592569;-0,009242777;0,073226835;0,077145255;-0,076426237;0,07767324;0,002258771;0,026136268;0,037569255;0,009180173;-0,048275862;0,093401658;0,053940268;0,052184113;-0,095274261;0,008527671;-0,010984758;-0,001083741;0,030823939;-0,004944365;0,088671282;0,056255185;0,003101205;-0,019946184;0,052334535
1992;-0,0774366;0,017681726;-0,062002776;0,223025762;0,011450667;0,093418846;-0,71692638;0,055555545;0,03971267;0,020505937;-0,291989669;-0,039804787;0,072327761;0,040558427;-0,075268854;-0,106734372;0,015075734;0,056873365;0,02872748;-0,028020802;0,03539009;0,01621887;-0,068797519;0,029136152;-0,009451766;0,170920045;0,045424213;-0,078192428;0,002274019;0,017736923;0,029535849;0,065681954;-0,031461191;0,008752488;0,029834724;-0,013487291;0,022480089;0,109353733;0,075978168;0,058688891;0,117385511;0,038876806;0,078603637;0,025454644;0,084220272;-0,006264145;-0,132672244;;0,08617675;-0,005091269;-0,117318627;0,019194458;0,055381295;0,026614809;0,095129887;0,020705374;0,062471451;0,070142327;0,117369022;-0,268530899;0,031258863;-0,097783765;0,037601566;-0,034390203;0,015741696;-0,031886687;0,033933521;-0,801886874;0,018874892;0,037345414;0,006951332;-0,002973079;0,046150479;0,031687996;0,030024112;-0,056088881;0,053248117;-0,031610426;-0,034917017;0,051417037;0,067342507;0,031926934;0,204038393;0,032351189;0,072005556;0,008273736;0,093635942;0,008409375;0,125490177;-0,056178601;-0,007995159;0,452981944;-0,160602302;0,05267014;-0,535127648;0,04306164;0,042743695;-0,540492238;-0,269985877;0,01787131;0,011722445;-0,085990604;0,081600898;0,058876;-0,018237036;0,044807465;0,021389169;0,05844822;0,035015996;-0,104944114;-0,307255476;0,001934168;-0,042012276;-0,055200994;0,088098329;0,067071477;0,039459795;0,016774493;0,012506555;0,003851469;0,002075315;0,025628145;-0,08880258;0,034510518;0,078411069;0,071540543;0,075799926;0,017681947;-0,005434403;0,00336471;0,024532777;0,010777318;0,101773783;0,058163199;-0,409405111;-0,096097309;-0,16959301;0,062322491;0,041018351;0,068005446;0,006951266;0,038346327;0,021655863;-0,391592216;0,067300449;-0,106761533;0,06618505;;-0,070578978;-0,057794761;-0,021837154;0,009206593;0,041952524;0,059948028;0,192781963;0,043691218;0,003745291;-0,011721722;-0,000437535;0,11871245;0,076581146;-0,408450772;0,084671454;-0,033905045;-0,016754619;0,072405546;0,056463822;-0,176000037;0,089428298;0,034072897;0,044252239;-0,110448653;0,032369982;0,003725865;0,034025888;0,083437019;-0,126126059;0,05714172;0,079579872;0,046704191;-0,017614159;-0,075642645
1993;0,087253345;-0,021450483;-0,315502365;0,069123011;0,050152603;0,058838352;-0,096621476;0,068100326;0,038812042;0,005240512;-0,300396104;0,003065343;0,114145151;0,0437459;0,011857671;-0,081792659;-0,009712107;0,060224099;0,055143395;0,023654231;0,019733866;0,040919355;-0,022299893;0,018800831;0,046130936;0,230675832;0,003036514;-0,015025845;0,033516502;-0,075598362;0,068151985;0,039307497;-0,032610922;0,025865561;0,045677944;-0,003496087;-0,017818079;0,065300599;0,099403897;0,058390133;0,049302737;0,054017164;0,029182131;-0,009893784;0,066184317;-0,004002297;-0,087260848;;0,006950461;0,000618691;-0,155655832;0,000106594;0,046157632;-0,00260239;0,067361706;0,019350336;0,02802037;0,068637033;0,086609239;-0,060900985;0,030121281;0,117878708;0,016983044;-0,007399371;-0,006326484;0,023315829;0,029240227;-0,414240537;-0,009653941;0,046256504;-0,016260146;-0,027112256;0,037797483;0,048058709;0,022253567;-0,057428285;0,058646653;-0,005794403;0,012964232;0,047210178;0,067630788;-0,014929786;0,326925911;0,026220077;0,039539857;-0,008601404;0,01929422;-0,005206127;0,042881223;-0,10177844;0,003584924;0,252355783;-0,182862606;0,055475929;-0,174655844;0,065402757;0,034904946;-0,491989297;-0,193700054;0,040313103;0,020535047;0,097223575;0,090040007;0,057983219;0,043203413;0,042885858;0,079777166;0,047916799;0,03431938;-0,030960995;-0,575546784;-0,026191759;-0,010228928;0,080604635;0,056954377;-0,016048933;0,037042551;0,012419364;0,061322141;-0,003921143;0,009216633;0,015332003;-0,01239465;0,027665935;0,057792905;0,017279344;0,051734944;0,039771584;0,04982317;0,020724452;0,036035995;-0,020858933;-0,013429334;0,064079995;-0,011829131;0,015058102;-0,095290306;-0,094421522;0,065467512;0,00268957;0,010880308;-0,013826012;-0,022687397;-0,437389462;0,058243029;0,000542754;0,103439612;;0,01865852;0,027648077;0,012185803;-0,010422445;0,064682879;0,022097758;0,095730218;0,009962042;-0,071834699;-0,021091866;-0,001261406;0,04923973;0,063689991;-0,196172254;0,079972821;-0,195149634;-0,014696691;0,021405485;0,074434199;0,014778356;0,106508868;0,040014112;0,065920645;-0,165798851;0,012453894;0,024646401;0,026790923;0,025388969;-0,023486351;0,002746303;0,074697235;0,039093238;0,063646591;0,020667914
1994;0,07666332;-0,009081707;0,01321654;0,07412763;0,062583721;0,055144068;0,050577455;0,075818941;0,035983618;0,023457721;-0,244628657;0,030556498;-0,021618555;0,039243855;0,036608922;-0,132291518;0,031260907;0,024042106;0,019803941;0,015556706;0,055517908;0,044637953;0,100168839;0,035027831;0,055287516;0,210440001;0,030494789;0,017856648;0,012938698;-0,031827524;0,064787239;0,071281762;0,020797906;0,043002406;0,05037935;0,049216646;0,054029288;0,053998871;0,080860489;0,056924403;0,040796675;0,048953644;-0,055706212;-0,05812354;0,042945607;0,020990711;0,055451055;;0,054620128;0,028270667;-0,040582654;0,050624899;-0,024831894;0,014111169;0,022513314;0,040843325;0,037980636;0,057051789;0,085754542;-0,020322728;0,023445083;0,033689738;0,048525241;0,037900313;0,023040067;0,051934191;0,001541141;-0,115836566;0,023984342;0,031657129;0,019607839;0,026796267;0,038767684;0,03846767;0,028775098;-0,135636784;-0,013204668;0,028627815;0,034831575;0,069452621;0,070113133;-0,017276224;-0,048413749;0,054425601;0,069142618;0,021057291;0,008840814;0,009833;0,047498884;-0,143764019;0,025616137;0,079445731;-0,25133204;0,071848679;0,006417839;0,074101122;0,031574684;-0,278157058;-0,108230378;0,03680298;-0,000716585;-0,131078742;0,084350055;0,062253687;0,066714758;0,053488424;0,045948249;0,040660887;0,047084288;0,02248383;0,014691512;0,05553246;0,093858554;0,058015582;0,069576648;0,017004702;0,07594994;0,028759339;0,049577752;0,032280451;0,026041152;0,007786185;-0,018766445;0,048121797;0,037013039;0,036027649;0,02771167;0,030013111;0,109594426;0,042032052;0,050267426;0,009556168;0,013988659;0,084300597;-0,447579377;0,03783189;-0,145475348;-0,953596989;0,050450941;0,017122042;0,021526475;0,005556212;0,027896331;0,02529269;-0,008153865;0,033816389;0,098493691;;0,058429463;0,050580218;0,031327852;0,023277197;0,053471203;-0,02079713;0,137931012;0,056577967;0,032788288;0,039272065;0,012538402;0,067277439;0,069716537;-0,270647952;0,074047555;0,122301551;0,03439566;0,030843851;-0,057704831;-0,209187852;0,115183198;0,029440175;0,097501691;-0,297589952;0,079209471;0,037351148;0,038728049;0,067938984;-0,05484143;-0,024060422;0,081211502;0,021179205;-0,094397808;0,054828802
1995;0,117561369;0,036608774;0,130434789;-0,023757886;-0,045582035;-0,029285836;0,064469158;0,024454549;0,037952268;0,025986501;-0,133995732;0,041932306;0,018973989;0,046937886;0,019607832;-0,116667261;0,02329209;0,039990438;0,091997205;0,051199194;0,063486;0,044657509;0,172185489;0,065686102;0,040524348;0,193968173;0,042867201;0,027806932;0,054085791;-0,075513178;0,069680396;0,055907678;0,0335343;0,026078808;0,045842624;0,049005058;0,013792863;0,096066221;0,08779565;0,023187505;0,031902072;0,049451642;0,034842176;0,038325872;0,039583506;0,065882325;0,06396663;;0,090280085;0,058570156;0,006951323;0,029386678;0,05304415;0,019364852;0,052076703;0,022029265;0,043590098;0,060120126;0,104772919;0,040910529;0,046036886;0,057679784;0,024390188;0,040388951;0,020632301;0,047379798;0,008741371;0,025127895;0,017079647;0,038677884;0,020565398;0,020850708;0,047200954;0,044708126;0,03860693;0,090013358;0,039199701;0,014676616;0,001164479;0,071026985;0,07595759;0,023447426;-0,224149492;0,087877686;0,080230247;0,028058404;0,010187883;0,026689734;0,058259141;-0,08984256;0,042193298;0,013565662;-0,057348713;0,06936737;-0,011109503;0,061340895;0,043926295;-0,044563264;0,031852802;0,014119786;0,016833941;0,082755301;0,089494412;0,066225181;0,271257945;0,059642098;-0,024638049;0,042300594;-0,067135892;0,05937257;0,125107131;-0,096806247;-0,070428329;0,021883455;0,06496655;0,037526953;0,03352176;0,030218692;0,043768811;0,055825577;0,03180103;0,021034538;-0,011273637;0,039882725;0,046058398;0,047279726;0,017215219;0,051578206;0,069000039;0,044695731;0,064999902;0,041068891;0,02343014;0,087346466;-0,013944631;0,066626226;-0,042752848;0,251063197;0,05439873;0,011191049;0,019607871;0,002116394;0,04512689;0,053810362;-0,00624381;-0,111419873;0,065665462;;0,055208839;0,039451271;0,030215496;0,02683498;0,052396494;0,069354834;0,066454622;0,056577836;8,48E-05;0,038647166;0,004785647;0,065651456;0,061043614;-0,141552558;0,075103928;0,06341469;0,038061083;0,022946356;0,067087791;-0,077586693;0,068292722;0,03442162;0,085854982;-0,138311471;0,075943057;0,037668731;0,026141184;-0,014717347;-0,009081708;0,038014458;0,087095438;0,142765902;0,028161915;0,001621585
1996;0,083424337;0,039385269;0,119287053;0,024455314;0,061956075;0,052372278;0,055713747;0,012297702;0,038150994;0,022955978;0,01239482;0,040529705;0,03160384;0,044178902;0,038461528;0,027014612;0,015684081;0,015537403;0,04152387;0,0373002;0,060198085;0,041810866;0,351488621;0,055086592;0,021052563;0,072429884;0,027977865;-0,103717833;0,099218748;-0,094184345;0,062764773;0,043978726;0,04178809;0,015855026;0,047551699;-0,081644248;0,020941226;0,069018398;0,073118307;0,040846036;-0,004203198;0,020144434;-0,013582035;0,060079588;0,01222684;0,063188897;0,055478209;;0,012330822;0,040517149;-0,010337522;0,028183299;-0,053640268;0,033928998;0,066565998;0,017022697;0,048685009;0,016769876;0,257067508;0,050547366;0,036999185;0,119196283;0,04580155;0,03529681;0,013933105;0,034984365;0,040753641;0,101415045;0,008112561;0,043941899;0,02782492;0,042496196;0,028584674;0,049039697;0,036113056;0,039780354;0,034547783;0,000141556;0,04566547;0,068855103;0,07251122;0,075370488;0,331723341;0,07243604;0,0481055;0,01270028;0,00312738;0,030067269;0,020406421;0,004626824;0,039800101;0,029036982;0,066158094;0,064445597;0,022998794;0,048855565;0,089370552;0,108108093;0,048977274;0,013694129;0,021037022;0,088193992;0,090931397;0,072860629;0,168118059;0,03639854;0,095492981;0,048844364;0,063435871;0,022988297;0,216252511;-0,355139621;0,108871352;0,211638295;0,060527642;0,030926237;0,0506722;0,03443886;0,032488622;0,059668972;0,048427839;0,039681772;0,011710612;0,04787293;0,028134863;0,046225457;0,027337479;0,004143432;0,027227712;0,055230043;0,057106997;0,033785453;0,041906198;0,070584517;-0,062440419;0,037256405;-0,03742795;0,129529726;0,055589532;0,065720695;0,014778293;0,02569655;0,049618779;0,023686913;0,01843686;-0,329551496;0,070043664;;0,063294539;0,033968336;0,041288812;0,026051037;0,036212281;0,015873008;0,012005559;0,05588349;0,010268101;0,014963075;0,005371279;0,089466283;0,058161259;-0,201376987;0,053499744;0,071174607;0,06579771;0,066742809;0,065467059;0,062792811;0,086859694;0,040282646;0,058596441;-0,111649846;0,055358181;0,024725038;0,036353606;0,052685726;0,016715798;-0,001982286;0,085421801;0,170299028;0,058543725;0,088705187
1997;-0,121552205;0,010880323;0,067810064;0,09656037;0,051873203;0,075025249;0,032142547;0,072480449;0,043764437;0,020506625;0,054874967;0,057226416;0,022577659;0,051122459;0,044890183;0,102506217;0,035776734;0,034672803;0,054236094;0,044029608;0,055475087;0,047203562;0,268155914;0,074301641;0,032650501;0,095137387;-0,014955219;-0,011007962;0,059415272;0,003781497;0,070962976;0,053207786;0,049711924;0,041041641;0,052111233;0,057677597;0,053409753;0,061962832;0,043400207;0,048522407;-0,002801066;0,033165266;0,040491315;-0,02497833;0,052715813;0,053761993;0,062314;;0,025724186;-0,005982153;-0,05951332;0,031579039;0,044011463;0,024336671;0,074110753;0,041483275;0,05205302;0,040733737;0,487868014;0,105534575;0,030091833;0,027619884;-0,022494907;0,058839544;0,0228296;0,054269515;0,004180182;0,095178154;0,018156275;0,04029094;0,042917486;0,04775964;0,041221017;0,049260355;0,056548598;0,02633485;0,047562035;0,03232199;0,068067792;0,042862281;0,044886888;0,019985071;0,179541339;0,09329908;0,039089105;0,018022872;-0,009940683;0,01065039;0,03207307;0,017052921;0,002695926;0,024384421;0,090208106;0,064662258;0,082509227;-0,023403038;0,075344085;0,515221591;0,076581269;0,054013127;0,035584261;0,036538492;0,068231043;0,077473282;0,102822392;0,049944227;-0,042150708;0,054894777;0,064080988;0,03844632;0,061751712;-0,283907721;-0,022786473;0,097815149;0,053492628;0,040492236;0,049975117;0,041225985;0,029205312;0,03815308;0,004936937;0,028088544;0,014196723;0,050193625;0,058174273;0,01004212;0,060728472;0,028995559;0,060828406;0,049297357;0,060674408;0,042385993;0,230840491;0,055910749;0,016203868;-0,050594574;0,013623274;0,125392267;0,064514207;-0,003477333;0,009864953;0,010917282;0,030293935;0,067032148;0,131029966;-0,213531327;0,076563248;;0,057204586;0,048655405;0,025785189;0,03558318;0,060554877;0,035221971;0,127911238;0,057114735;0,054278213;0,028298878;0,022866308;0,047835972;0,057609173;0,016576419;-0,028315585;0,036690104;0,071426842;0,051587556;0,070016551;-0,128668165;0,06929912;0,032109494;0,052127027;-0,030803073;0,079620874;0,041164318;0,042578569;0,046992995;0,049429648;0,059893513;0,075372754;0,04970843;0,036739105;0,014057857
